zipcode,daily commute time,violent_crime_index,property_crime_index,household income,population,average age,race white percentage,race black percentage,race asian percentage,race hispanic percentage,race other percentage,average score,teacher student ratio,freelunch ratio,ethnic african ratio,ethnic asian ratio,ethnic hispanic ratio,ethnic white student ratio,ethnic two_or_more ratio,ethnic others ratio
91765,36,15.9,22.4,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,91.31,26,10.1,1.48,64.64,20.27,7.4,5.62,0.59
91765,36,15.9,22.4,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,95.11,25.9,10.9,3.03,65.22,19.23,9.57,2.7,0.25
91765,36,15.9,22.4,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,92.58,26.1,10.2,2.7,65.71,19,10.29,1.87,0.43
91765,36,15.9,22.4,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,57.66,25,62.9,6.44,14.11,68.4,7.98,3.07,0
91765,36,15.9,22.4,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,94.5,24.5,12.4,0.98,69.66,16.31,7.34,5.22,0.49
91765,36,15.9,22.4,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,64.36,26.2,63.3,5.43,6.52,72.83,11.14,3.53,0.55
91765,36,15.9,22.4,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,56.33,23.5,58.7,6.93,11.74,69.31,8.63,2.97,0.42
91765,36,15.9,22.4,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,92.68,25.4,10.1,1.5,66.92,17.01,7.48,6.36,0.73
91765,36,15.9,22.4,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,87.81,24.8,38.3,5.9,38.61,42.63,7.77,2.95,2.14
91765,36,15.9,22.4,"90,966","47,398",40.9,23.2,3.5,49.3,20.6,3.4,96.23,26.4,11,2.68,62.68,20.63,7.56,4.88,1.57
90090,0,29.1,35.1,0,0,0,0,0,0,0,0,,,,,,,,,
90240,30,28.5,36.4,"71,939","26,339",35.9,19.8,2.6,6.3,70.7,0.6,70.06,26.9,52.9,1.85,4.14,82.03,10.56,1.14,0.28
90240,30,28.5,36.4,"71,939","26,339",35.9,19.8,2.6,6.3,70.7,0.6,61.14,25.8,67.3,1.56,4.01,89.53,3.93,0.74,0.23
90240,30,28.5,36.4,"71,939","26,339",35.9,19.8,2.6,6.3,70.7,0.6,72.65,25.5,61.3,1.18,2.25,92.3,3.55,0.71,0.01
90240,30,28.5,36.4,"71,939","26,339",35.9,19.8,2.6,6.3,70.7,0.6,77.62,24.6,73.6,2.61,1.74,92.32,2.9,0.29,0.14
90241,30,39.9,49,"56,059","44,097",35.9,17,2.9,7,71.4,1.7,11.61,13.5,69.7,2.63,0.44,89.91,6.14,0,0.88
90241,30,39.9,49,"56,059","44,097",35.9,17,2.9,7,71.4,1.7,54.5,25.4,63.3,1.8,3.75,86.87,7.14,0.29,0.15
90242,30,40.2,48.6,"57,095","42,922",32.3,14.1,4.8,6.6,72.8,1.7,43.73,28.8,83.1,3.87,1.83,90.63,2.85,0.41,0.41
90242,30,40.2,48.6,"57,095","42,922",32.3,14.1,4.8,6.6,72.8,1.7,39.82,25.1,87.9,4.46,1.91,89.33,3.18,0.48,0.64
90242,30,40.2,48.6,"57,095","42,922",32.3,14.1,4.8,6.6,72.8,1.7,72.75,25.1,72.5,4.58,4.45,86.51,2.8,1.4,0.26
90242,30,40.2,48.6,"57,095","42,922",32.3,14.1,4.8,6.6,72.8,1.7,43.73,28.8,83.1,3.87,1.83,90.63,2.85,0.41,0.41
90242,30,40.2,48.6,"57,095","42,922",32.3,14.1,4.8,6.6,72.8,1.7,39.82,25.1,87.9,4.46,1.91,89.33,3.18,0.48,0.64
90242,30,40.2,48.6,"57,095","42,922",32.3,14.1,4.8,6.6,72.8,1.7,72.75,25.1,72.5,4.58,4.45,86.51,2.8,1.4,0.26
91010,30,33.3,38.3,"60,118","26,265",39.8,25.3,7.5,14.9,49.4,2.9,25.85,22.2,84.4,7.21,8.71,72.67,6.61,4.2,0.6
91010,30,33.3,38.3,"60,118","26,265",39.8,25.3,7.5,14.9,49.4,2.9,47.45,24.4,83.6,0.29,3.8,85.67,5.26,4.97,0.01
90063,29,53.9,61.7,"39,206","53,556",30.9,1,0.3,1.3,96.8,0.6,,,,,,,,,
90022,31,57.4,65.5,"39,051","67,446",30.5,1.2,0.3,0.8,97.5,0.2,26.65,8.4,83.8,0.99,7.26,89.44,1.32,0.66,0.33
91775,31,24.1,31.4,"84,620","25,156",42.6,22.9,0.8,47.8,25.7,2.8,80.12,22.2,39.6,1.85,35.62,46.7,9.5,6.07,0.26
91775,31,24.1,31.4,"84,620","25,156",42.6,22.9,0.8,47.8,25.7,2.8,91.77,24.5,34.6,0.73,65.94,19.07,9.17,5.09,0
91775,31,24.1,31.4,"84,620","25,156",42.6,22.9,0.8,47.8,25.7,2.8,73.43,24.3,47.8,1.85,44.76,44.76,3.08,5.13,0.42
91775,31,24.1,31.4,"84,620","25,156",42.6,22.9,0.8,47.8,25.7,2.8,80.52,22.6,35.3,1.47,60,24.71,8.53,5,0.29
91731,31,50.2,55.6,"36,955","30,063",36.3,5.3,0.2,27.9,65.8,0.8,,,,,,,,,
91732,31,49.1,54.3,"41,485","63,557",33.7,4.5,0.6,27.9,66,1,,,,,,,,,
91733,29,50.5,55.5,"40,930","44,989",33.7,3,0.1,19.3,76.8,0.8,,,,,,,,,
90245,25,31.5,43.2,"84,004","16,929",38.9,68,1.3,6.2,17.8,6.7,31.49,19,18.4,5.26,2.63,23.68,52.63,13.16,2.64
90245,25,31.5,43.2,"84,004","16,929",38.9,68,1.3,6.2,17.8,6.7,91.66,26.3,13.4,4.17,7.96,17.32,54.74,15.3,0.51
90245,25,31.5,43.2,"84,004","16,929",38.9,68,1.3,6.2,17.8,6.7,94.07,21.8,39.6,9.98,7.95,53.6,18.85,9.06,0.56
90245,25,31.5,43.2,"84,004","16,929",38.9,68,1.3,6.2,17.8,6.7,91.96,23,12.2,6.13,8.23,24.18,50.71,10.16,0.59
90245,25,31.5,43.2,"84,004","16,929",38.9,68,1.3,6.2,17.8,6.7,88.05,24,13.4,4.02,7.67,17.3,54.81,14.98,1.22
90245,25,31.5,43.2,"84,004","16,929",38.9,68,1.3,6.2,17.8,6.7,90.12,27.1,10.7,2.23,8.6,17.36,56.05,14.97,0.79
93532,0,31.2,37.8,"54,769","2,857",46.2,81.2,1.7,1.5,14.1,1.5,50.12,23.3,20.3,0.99,0.5,28.22,65.35,4.46,0.48
93532,0,31.2,37.8,"54,769","2,857",46.2,81.2,1.7,1.5,14.1,1.5,20.42,13.9,92.7,19.51,2.44,73.17,4.88,0,0
90001,32,61.5,69.4,"34,050","58,738",27.3,0.7,9.1,0.1,89.8,0.3,,,,,,,,,
90247,28,46.6,51.7,"42,968","47,969",36.3,6,20.5,26,44.8,2.7,27.03,23.8,81.2,17.01,6.09,71.45,1.78,3.05,0.62
90247,28,46.6,51.7,"42,968","47,969",36.3,6,20.5,26,44.8,2.7,50.93,22.2,75.9,10.77,19.74,62.44,4.36,2.31,0.38
90247,28,46.6,51.7,"42,968","47,969",36.3,6,20.5,26,44.8,2.7,28.29,19.7,85.1,14.65,4.79,78.59,1.13,0.56,0.28
90247,28,46.6,51.7,"42,968","47,969",36.3,6,20.5,26,44.8,2.7,31.57,24.7,86.2,3.88,1.52,87.69,3.2,3.04,0.67
90247,28,46.6,51.7,"42,968","47,969",36.3,6,20.5,26,44.8,2.7,20.01,21,83.4,29.22,4.28,58.67,2.61,3.09,2.13
90247,28,46.6,51.7,"42,968","47,969",36.3,6,20.5,26,44.8,2.7,17.78,23,87,15.4,1.08,81.11,1.56,0.72,0.13
90247,28,46.6,51.7,"42,968","47,969",36.3,6,20.5,26,44.8,2.7,19.5,22.9,88.6,27.4,4.66,63.97,1.53,1.3,1.14
90249,29,39.9,44.2,"50,996","26,286",36.7,14.3,28,16.5,36.1,5.1,66.85,22.6,84.1,16.34,10.38,66.23,2.65,3.09,1.31
91046,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
91201,26,20.6,37.5,"50,526","23,466",40.4,69.7,1.5,10.1,16.9,1.8,70.05,28.3,53.2,1.73,4.7,11.74,81.09,0.25,0.49
91201,26,20.6,37.5,"50,526","23,466",40.4,69.7,1.5,10.1,16.9,1.8,81.23,25.8,15.6,3.25,4.49,28.02,57.59,6.5,0.15
91201,26,20.6,37.5,"50,526","23,466",40.4,69.7,1.5,10.1,16.9,1.8,66.64,26.4,76.1,0.76,4.09,9.24,85.76,0.15,0
91202,28,17.3,34.6,"63,111","23,182",42.7,71.1,1.1,14.3,9.7,3.8,69.09,23.3,61.8,1.21,14.32,19.31,63.56,1.45,0.15
91202,28,17.3,34.6,"63,111","23,182",42.7,71.1,1.1,14.3,9.7,3.8,73.41,23.5,63.2,1.89,13.99,25.47,57.54,1.04,0.07
91202,28,17.3,34.6,"63,111","23,182",42.7,71.1,1.1,14.3,9.7,3.8,83.72,28.3,36.4,1.43,27.96,7.82,59.06,3.72,0.01
91203,27,30.7,46.3,"44,724","14,393",38.2,58.4,0.3,18.3,20.3,2.7,48.79,24.4,75.2,0.82,16.89,22.95,58.36,0.33,0.65
91204,28,36.8,51.7,"39,753","18,318",38.5,43.9,2.4,16.6,33.9,3.2,58.88,27.2,63.3,1.87,10.77,56.92,28.46,1.43,0.55
91205,28,37.7,52.2,"37,414","37,514",38.6,58.6,1.5,12.6,25.4,1.9,51.18,26.6,84.8,2.75,12.5,66,17.75,1,0
91205,28,37.7,52.2,"37,414","37,514",38.6,58.6,1.5,12.6,25.4,1.9,69.29,23.3,67.7,1.47,15.3,34.94,46.94,0.95,0.4
91205,28,37.7,52.2,"37,414","37,514",38.6,58.6,1.5,12.6,25.4,1.9,74.16,25,90.8,1.08,7.08,43.85,47.08,0.62,0.29
91205,28,37.7,52.2,"37,414","37,514",38.6,58.6,1.5,12.6,25.4,1.9,49.76,23.3,81,1.43,10.41,20.61,66.53,0.82,0.2
91205,28,37.7,52.2,"37,414","37,514",38.6,58.6,1.5,12.6,25.4,1.9,57.92,25.8,73.9,1.55,10.07,35.62,51.11,1.33,0.32
91206,27,22.7,39.2,"52,077","34,938",43.2,65.6,0.8,16.2,14.6,2.8,13.34,12.6,71.5,0.48,7.25,48.31,43,0.97,0
91206,27,22.7,39.2,"52,077","34,938",43.2,65.6,0.8,16.2,14.6,2.8,67.53,24.1,33.4,2.07,14.31,15.17,65.34,2.93,0.18
91206,27,22.7,39.2,"52,077","34,938",43.2,65.6,0.8,16.2,14.6,2.8,70.8,27.5,63.1,1.1,7.04,14.3,76.79,0.44,0.33
91206,27,22.7,39.2,"52,077","34,938",43.2,65.6,0.8,16.2,14.6,2.8,45.66,19,81.3,1.03,8.77,46.19,42.32,1.16,0.53
91206,27,22.7,39.2,"52,077","34,938",43.2,65.6,0.8,16.2,14.6,2.8,66.25,25.2,60.4,1.26,10.18,18.92,67.87,1.51,0.26
91207,29,9.3,24.4,"88,929","10,288",47.9,71.6,0.1,13.9,9.6,4.8,,,,,,,,,
91208,30,8.6,21.1,"88,955","17,128",41.4,69.3,0.6,18,9.2,2.9,86.69,26.8,18.4,0.6,15.82,19.85,60.15,3.58,0
91208,30,8.6,21.1,"88,955","17,128",41.4,69.3,0.6,18,9.2,2.9,81.05,26.5,24.5,1.58,16.67,12.41,58.52,10.71,0.11
91210,0,14.7,34.2,"157,879","18,977",29.6,84.5,2.1,5,8.3,0.1,,,,,,,,,
91214,30,8.7,21.3,"89,849","30,991",41.6,57.6,0.4,27.7,11.8,2.5,,,,,,,,,
91740,34,27.9,36.1,"67,048","26,067",38.8,49.5,2.9,6.7,37.1,3.8,13.61,13,64.4,2.74,2.74,71.23,19.18,1.37,2.74
91740,34,27.9,36.1,"67,048","26,067",38.8,49.5,2.9,6.7,37.1,3.8,7.61,25,,0,20,80,0,0,0
91740,34,27.9,36.1,"67,048","26,067",38.8,49.5,2.9,6.7,37.1,3.8,13.61,13,64.4,2.74,2.74,71.23,19.18,1.37,2.74
91740,34,27.9,36.1,"67,048","26,067",38.8,49.5,2.9,6.7,37.1,3.8,7.61,25,,0,20,80,0,0,0
91741,33,19.7,28,"81,250","26,610",41.3,66.1,1.7,7.9,22,2.3,87.19,25.3,19.8,0.76,10.15,39.24,44.7,5,0.15
91741,33,19.7,28,"81,250","26,610",41.3,66.1,1.7,7.9,22,2.3,90.42,26.5,21.7,1.25,10.08,41.63,43.42,3.23,0.39
91741,33,19.7,28,"81,250","26,610",41.3,66.1,1.7,7.9,22,2.3,91.19,24.6,15.4,0.62,8.63,30.46,54.05,5.72,0.52
91741,33,19.7,28,"81,250","26,610",41.3,66.1,1.7,7.9,22,2.3,76,24.4,29.3,1.41,14.53,45.84,33.71,4.37,0.14
91741,33,19.7,28,"81,250","26,610",41.3,66.1,1.7,7.9,22,2.3,75.93,22.7,40.1,1.72,8.28,53.79,32.76,3.33,0.12
91741,33,19.7,28,"81,250","26,610",41.3,66.1,1.7,7.9,22,2.3,86.06,24,14.8,1.16,10.47,33.55,47.67,6.48,0.67
91745,35,21.5,27.3,"76,447","54,166",40.4,13.3,0.9,38.7,45.5,1.6,52.08,23,78.3,0.33,10.67,85,2.67,1,0.33
91745,35,21.5,27.3,"76,447","54,166",40.4,13.3,0.9,38.7,45.5,1.6,66.11,21.9,71.7,1.04,25.22,67.53,4.66,1.55,0
91745,35,21.5,27.3,"76,447","54,166",40.4,13.3,0.9,38.7,45.5,1.6,83.05,25.8,52.3,1.16,40.13,51.64,5.47,1.22,0.38
91745,35,21.5,27.3,"76,447","54,166",40.4,13.3,0.9,38.7,45.5,1.6,89.57,25.4,31,0.85,56.35,32.99,6.77,2.2,0.84
90716,26,53,56.8,"39,055","14,409",37.4,9.4,3.5,11.7,74.3,1.1,38.59,19.2,92,5.19,4.95,86.08,1.18,0.71,1.89
90716,26,53,56.8,"39,055","14,409",37.4,9.4,3.5,11.7,74.3,1.1,40.52,26,96.6,0.72,2.4,95.68,0.96,0.24,0
90716,26,53,56.8,"39,055","14,409",37.4,9.4,3.5,11.7,74.3,1.1,29.55,24.8,97,0.5,1.26,93.7,1.76,1.26,1.52
90250,29,53.6,59.1,"45,766","97,371",37.4,11.7,23.3,6.7,53.3,5,36.44,21.8,86,32.18,2.49,62.98,0.83,0.69,0.83
90254,33,24.5,35.4,"105,029","19,750",38.3,80.4,1.3,5.7,8.6,4,93.15,24.1,3.2,0.24,4.26,10.34,75.79,8.39,0.98
90255,31,60.3,65.7,"35,985","75,636",30.2,1,0.3,0.9,97.4,0.4,,,,,,,,,
90305,34,43.7,46.8,"62,558","15,574",42.3,2,81.6,0.9,11.5,4,,,,,,,,,
90301,28,62.7,65.5,"37,813","37,518",32.7,4.1,29.5,1.6,62.7,2.1,68.08,24,93.5,1.23,0.46,97.84,0.31,0.15,0.01
90301,28,62.7,65.5,"37,813","37,518",32.7,4.1,29.5,1.6,62.7,2.1,16.97,25.8,86.1,8.18,1.9,88.03,0.15,0.73,1.01
90301,28,62.7,65.5,"37,813","37,518",32.7,4.1,29.5,1.6,62.7,2.1,39.03,31.4,80.2,8.93,0.22,89.98,0.22,0.22,0.43
90302,32,60.9,65.3,"41,187","30,892",32.7,4.9,48.2,1.3,42.6,3,26.11,23.5,83.2,12.28,0.15,86.23,0.45,0.15,0.74
90302,32,60.9,65.3,"41,187","30,892",32.7,4.9,48.2,1.3,42.6,3,23.71,22.4,74,82.56,0.37,13.36,1.11,1.86,0.74
90302,32,60.9,65.3,"41,187","30,892",32.7,4.9,48.2,1.3,42.6,3,36.4,26.2,84.3,42.16,1.07,52.05,1.67,1.67,1.38
90302,32,60.9,65.3,"41,187","30,892",32.7,4.9,48.2,1.3,42.6,3,37.5,22.9,75.9,62.93,0.28,35.8,0.28,0.43,0.28
90303,30,54.7,58.1,"40,807","24,658",30.2,1.2,32.5,0.7,63,2.6,26.25,23.4,85.4,26.38,0.75,68.34,0.25,0.75,3.53
91011,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
91020,31,38.7,47,"67,652","8,551",39.5,49.1,1.1,29.4,15.9,4.5,,,,,,,,,
90638,32,18.3,24.1,"79,858","49,797",38.4,35.2,2.1,19,40.8,2.9,68.18,30.3,51.6,2.72,8.15,66.95,19.46,2.15,0.57
90638,32,18.3,24.1,"79,858","49,797",38.4,35.2,2.1,19,40.8,2.9,77.42,26.7,39.9,1.98,37.22,39.21,14.98,5.73,0.88
90638,32,18.3,24.1,"79,858","49,797",38.4,35.2,2.1,19,40.8,2.9,74.33,25.9,41.4,1.17,9.55,69.85,16.25,2.85,0.33
90638,32,18.3,24.1,"79,858","49,797",38.4,35.2,2.1,19,40.8,2.9,60.19,24,76.7,1.67,7.22,84.44,3.33,2.22,1.12
90638,32,18.3,24.1,"79,858","49,797",38.4,35.2,2.1,19,40.8,2.9,84.37,27.3,45,3.39,8.22,59.01,24.28,4.05,1.05
90638,32,18.3,24.1,"79,858","49,797",38.4,35.2,2.1,19,40.8,2.9,49.95,30.7,43.7,2.76,5.12,70.08,21.26,0.39,0.39
90638,32,18.3,24.1,"79,858","49,797",38.4,35.2,2.1,19,40.8,2.9,68.5,23.4,46.3,2.36,9.54,67.87,18.22,0.95,1.06
90638,32,18.3,24.1,"79,858","49,797",38.4,35.2,2.1,19,40.8,2.9,60.43,26.7,46,3.45,9.74,59.43,24.75,2.03,0.6
90638,32,18.3,24.1,"79,858","49,797",38.4,35.2,2.1,19,40.8,2.9,57.89,25.2,41.3,2.4,19.56,54.06,19.74,2.95,1.29
90638,32,18.3,24.1,"79,858","49,797",38.4,35.2,2.1,19,40.8,2.9,43.63,25.3,53.3,2.13,4.65,73.26,18.6,1.36,0
91744,31,39.9,41.5,"57,789","86,982",31.2,5.4,1.5,8.3,83.9,0.9,48.73,24.7,87.5,0.58,5.37,91,1.6,1.02,0.43
91744,31,39.9,41.5,"57,789","86,982",31.2,5.4,1.5,8.3,83.9,0.9,52.51,26.7,90.4,0.53,4.01,93.05,0.53,1.87,0.01
91744,31,39.9,41.5,"57,789","86,982",31.2,5.4,1.5,8.3,83.9,0.9,38.23,24.8,90.9,1.07,2.68,95.17,0.54,0.27,0.27
91744,31,39.9,41.5,"57,789","86,982",31.2,5.4,1.5,8.3,83.9,0.9,67.63,25.6,82.1,1,3.45,92.66,2,0.78,0.11
91744,31,39.9,41.5,"57,789","86,982",31.2,5.4,1.5,8.3,83.9,0.9,37.77,22.3,87.7,2.05,7.02,88.01,1.03,1.71,0.18
91744,31,39.9,41.5,"57,789","86,982",31.2,5.4,1.5,8.3,83.9,0.9,33.09,24.7,96.7,0.18,1.29,95.22,0.74,2.57,0
91744,31,39.9,41.5,"57,789","86,982",31.2,5.4,1.5,8.3,83.9,0.9,55.14,25,85,1.1,3.14,93.8,0.93,0.59,0.44
91750,32,20.2,28.5,"76,912","34,017",41.6,51.4,3.8,8.8,32.2,3.8,10.23,6.7,96.5,23.53,1.18,68.24,5.88,0,1.17
91750,32,20.2,28.5,"76,912","34,017",41.6,51.4,3.8,8.8,32.2,3.8,90.44,26.3,27.5,2.63,7.44,48.74,31.09,9.37,0.73
91750,32,20.2,28.5,"76,912","34,017",41.6,51.4,3.8,8.8,32.2,3.8,74.05,24.7,54.8,3.24,4.45,69.23,17.81,5.26,0.01
91750,32,20.2,28.5,"76,912","34,017",41.6,51.4,3.8,8.8,32.2,3.8,90.05,25.8,8.8,1.01,15.82,32.32,39.9,10.94,0.01
90056,0,29.7,35.7,"76,688","8,014",50.8,12,74.7,2.8,5,5.5,,,,,,,,,
93591,0,41.3,47.6,"39,880","6,809",33.8,29.5,12.5,0.4,55.6,2,,,,,,,,,
90712,29,27.7,34.6,"78,175","31,471",38.8,36.4,8.3,14.4,33.4,7.5,,,,,,,,,
90713,30,18.1,24.6,"87,095","28,927",39.1,53.5,3.9,10,27.9,4.7,69.87,24.5,35.6,5.91,8.15,41.75,35.85,7.33,1.01
90713,30,18.1,24.6,"87,095","28,927",39.1,53.5,3.9,10,27.9,4.7,66.9,24.2,46.9,13.07,15.14,42.66,20.64,6.19,2.3
90713,30,18.1,24.6,"87,095","28,927",39.1,53.5,3.9,10,27.9,4.7,47.07,25.7,51.7,10.22,9.7,44.89,25.36,8.41,1.42
90713,30,18.1,24.6,"87,095","28,927",39.1,53.5,3.9,10,27.9,4.7,61.7,25.4,58.2,19.15,13.57,43.75,16.68,3.66,3.19
90713,30,18.1,24.6,"87,095","28,927",39.1,53.5,3.9,10,27.9,4.7,58.59,27.3,50,9.27,9.55,41.85,25,12.36,1.97
90713,30,18.1,24.6,"87,095","28,927",39.1,53.5,3.9,10,27.9,4.7,62.15,22.5,52,14.75,11.11,53.34,15.83,3.78,1.19
90715,29,36.1,43.4,"64,701","20,313",34.8,19.5,8.4,27.5,40.5,4.1,50.55,26.5,83.9,22.04,5.65,56.18,7.8,4.3,4.03
90715,29,36.1,43.4,"64,701","20,313",34.8,19.5,8.4,27.5,40.5,4.1,67.82,21.2,74.2,9.79,13.24,70,4.28,1.17,1.52
90715,29,36.1,43.4,"64,701","20,313",34.8,19.5,8.4,27.5,40.5,4.1,32.22,25,92.4,0.95,2.66,92.22,2.28,0.57,1.32
90715,29,36.1,43.4,"64,701","20,313",34.8,19.5,8.4,27.5,40.5,4.1,51.5,26.3,72,17.63,14.29,57.45,7.45,1.37,1.81
90715,29,36.1,43.4,"64,701","20,313",34.8,19.5,8.4,27.5,40.5,4.1,34.74,25.4,87.8,7.62,11.32,77.6,0.92,1.39,1.15
93534,30,58.6,62.4,"35,600","39,166",33.8,34.3,21.1,4.2,36,4.4,2.57,10,92.5,57.5,0,25,10,7.5,0
93534,30,58.6,62.4,"35,600","39,166",33.8,34.3,21.1,4.2,36,4.4,18.2,25.5,86,17.43,0.76,60.08,15.98,4.3,1.45
93534,30,58.6,62.4,"35,600","39,166",33.8,34.3,21.1,4.2,36,4.4,14.59,25.3,88.5,31.57,1.98,53.37,9.51,2.64,0.93
93534,30,58.6,62.4,"35,600","39,166",33.8,34.3,21.1,4.2,36,4.4,8.07,34,52.9,23.53,0,36.76,35.29,2.94,1.48
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,26.16,22.7,82.4,31.93,0.8,57.98,5.5,3.31,0.48
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,12.68,19.9,88.2,22.72,0.84,63.04,8.06,4.29,1.05
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,20.46,25,93.9,10.16,0.35,67.25,18.56,2.8,0.88
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,11.06,23.8,88.9,19.9,0.92,67.93,8.51,2.49,0.25
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,10.96,18.7,63.4,31.56,0.74,53.69,8.55,4.57,0.89
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,29.5,26.1,90.8,18.85,0.25,72.23,7.39,1.02,0.26
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,17.08,23.7,88.4,10.12,0.51,74.7,11.8,2.36,0.51
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,31.75,23.9,80.6,27.03,1.84,60.01,6.22,4.47,0.43
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,16.66,26.2,92.4,31.04,0.59,56.37,7.32,3.51,1.17
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,18.7,21.8,77.5,30.86,2.7,53.37,7.14,5.53,0.4
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,12.38,24.5,83.2,24.34,1.92,63.57,7.67,2.06,0.44
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,9.51,25.3,55.4,18.87,0.89,33.43,31.35,15.16,0.3
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,38.47,27.3,83.7,31.55,3.66,52.39,7.61,4.23,0.56
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,6.73,26.9,91.7,34.16,0.62,53.32,8.81,2.01,1.08
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,18.5,26.7,88.3,39.01,0.85,48.43,6.04,5.19,0.48
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,8.49,24.1,91,28.41,1.1,60.61,5.85,3.66,0.37
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,14.48,22.1,88.4,37.84,1.48,51.37,6.77,2.01,0.53
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,9.52,20.4,93.3,32.3,0.83,59.42,6.52,0.72,0.21
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,24.13,22,87.4,25.93,2.76,60.94,7.29,2.59,0.49
93535,34,51.7,54,"42,835","73,728",30.2,28.8,20.6,2.9,45.4,2.3,6.87,7,,28.57,0,57.14,14.29,0,0
93536,32,34,36.5,"70,724","71,303",35.8,47,14.5,4.6,29.7,4.2,60.38,16.4,55.7,12.27,4.77,57.73,19.09,6.14,0
93536,32,34,36.5,"70,724","71,303",35.8,47,14.5,4.6,29.7,4.2,34.73,21.9,74.7,25.95,4.29,49.1,17.17,2.79,0.7
93536,32,34,36.5,"70,724","71,303",35.8,47,14.5,4.6,29.7,4.2,36.32,27,46.9,8.04,1.01,42.84,40.95,6.16,1
93536,32,34,36.5,"70,724","71,303",35.8,47,14.5,4.6,29.7,4.2,24.46,19.5,70.1,27.59,4.41,47.17,18.48,1.93,0.42
93536,32,34,36.5,"70,724","71,303",35.8,47,14.5,4.6,29.7,4.2,20.04,11.5,94.9,22.03,0,72.88,1.69,0,3.4
93536,32,34,36.5,"70,724","71,303",35.8,47,14.5,4.6,29.7,4.2,56.48,25.6,42,10.2,5.31,41,40.13,3.25,0.11
93536,32,34,36.5,"70,724","71,303",35.8,47,14.5,4.6,29.7,4.2,40.8,27.3,69.3,20.35,5.42,49.05,20.5,4.25,0.43
93536,32,34,36.5,"70,724","71,303",35.8,47,14.5,4.6,29.7,4.2,45.26,22,62.8,19.42,4.66,49.61,19.96,5.73,0.62
93536,32,34,36.5,"70,724","71,303",35.8,47,14.5,4.6,29.7,4.2,17.9,4.8,87.5,33.33,0,58.33,8.33,0,0.01
93536,32,34,36.5,"70,724","71,303",35.8,47,14.5,4.6,29.7,4.2,29.75,26.7,71.2,23.68,3.19,43.49,23.96,4.99,0.69
93536,32,34,36.5,"70,724","71,303",35.8,47,14.5,4.6,29.7,4.2,14.88,13.1,90.3,48.39,0,48.39,3.23,0,0
93536,32,34,36.5,"70,724","71,303",35.8,47,14.5,4.6,29.7,4.2,34.54,28.2,55.3,10.15,1.77,46.28,35.54,6.14,0.12
93536,32,34,36.5,"70,724","71,303",35.8,47,14.5,4.6,29.7,4.2,60.3,24.9,36.4,10.13,5.21,38.98,38.26,6.99,0.43
90260,27,42.1,45.8,"51,769","35,614",32.9,15.8,6.6,10.5,62.8,4.3,33.52,22.2,84,8.65,2.7,80.9,4.68,2.34,0.73
90260,27,42.1,45.8,"51,769","35,614",32.9,15.8,6.6,10.5,62.8,4.3,70.3,17.6,81.4,8.4,4.3,79.69,3.91,3.52,0.18
90260,27,42.1,45.8,"51,769","35,614",32.9,15.8,6.6,10.5,62.8,4.3,37.99,24,90,19.28,2.61,73.04,0.65,3.1,1.32
