zipcode,daily commute time,violent_crime_index,property_crime_index,household income,population,average age,race white percentage,race black percentage,race asian percentage,race hispanic percentage,race other percentage,average score,teacher student ratio,freelunch ratio,ethnic african ratio,ethnic asian ratio,ethnic hispanic ratio,ethnic white student ratio,ethnic two_or_more ratio,ethnic others ratio
90015,33,64.5,67.2,"28,953","20,187",32.8,11.6,5.9,15.4,66.4,0.7,,,,,,,,,
90016,32,56.1,60.9,"38,050","46,303",35.2,4.9,36.7,3.1,52.6,2.7,52.62,18.9,80.4,67.46,0.79,22.75,3.17,5.29,0.54
90016,32,56.1,60.9,"38,050","46,303",35.2,4.9,36.7,3.1,52.6,2.7,38.62,22.3,83.9,13.1,0.16,81.31,3.35,1.76,0.32
90016,32,56.1,60.9,"38,050","46,303",35.2,4.9,36.7,3.1,52.6,2.7,9.37,19,80.8,48.47,0.44,47.16,1.75,2.18,0
90016,32,56.1,60.9,"38,050","46,303",35.2,4.9,36.7,3.1,52.6,2.7,43.83,24,87.9,9.48,0.12,85.78,2.89,1.27,0.46
90017,32,64.1,66.9,"21,009","26,390",30.2,12.4,4.5,14.3,67.6,1.2,48.78,20.1,91.2,0.69,1.62,96.07,0.69,0.69,0.24
90017,32,64.1,66.9,"21,009","26,390",30.2,12.4,4.5,14.3,67.6,1.2,29.45,17,93.2,1.18,1.47,96.47,0.29,0.29,0.3
90018,34,64.4,67.9,"32,104","52,287",33.9,4.4,31,3.4,58.3,2.9,32.02,23.8,85.8,20.66,0.15,77.4,1.05,0.45,0.29
90018,34,64.4,67.9,"32,104","52,287",33.9,4.4,31,3.4,58.3,2.9,26.45,22.2,95.1,7.95,0.3,88.31,2.25,1.05,0.14
90019,32,54.4,60.2,"43,244","67,415",36.9,14.3,21.1,14.9,46.9,2.8,14.14,22.7,94.7,10.09,0.37,85.32,3.67,0.55,0
90019,32,54.4,60.2,"43,244","67,415",36.9,14.3,21.1,14.9,46.9,2.8,15.27,21.1,94.8,10.12,1.03,87.6,1.03,0.21,0.01
90019,32,54.4,60.2,"43,244","67,415",36.9,14.3,21.1,14.9,46.9,2.8,44.71,22.7,43.9,30.41,1.69,43.24,19.26,2.36,3.04
90019,32,54.4,60.2,"43,244","67,415",36.9,14.3,21.1,14.9,46.9,2.8,12.66,20.8,86.4,4.8,0,94.4,0,0.8,0
90020,30,53,60.3,"37,121","39,191",35.4,11.3,4.9,45.5,36.1,2.2,,,,,,,,,
90021,26,66.4,69,"12,748","3,158",47.5,18.1,22.7,4.7,50.3,4.2,5.61,4.5,90.6,21.88,0,75,3.12,0,0
90021,26,66.4,69,"12,748","3,158",47.5,18.1,22.7,4.7,50.3,4.2,11.89,19.7,81.6,9.73,0.85,86.05,2.11,0.42,0.84
90023,28,64.6,67.9,"37,082","47,229",30.2,2.4,0.6,0.9,96,0.1,,,,,,,,,
90023,28,64.6,67.9,"37,082","47,229",30.2,2.4,0.6,0.9,96,0.1,,,,,,,,,
90024,22,33.8,42.1,"59,125","49,718",23.2,56.1,2.8,27.6,9.1,4.4,47.71,23.9,54.3,20.9,8.52,38.91,28.3,3.05,0.32
90024,22,33.8,42.1,"59,125","49,718",23.2,56.1,2.8,27.6,9.1,4.4,95.8,24.3,13.5,1.6,22.15,6.85,62.56,6.39,0.45
90024,22,33.8,42.1,"59,125","49,718",23.2,56.1,2.8,27.6,9.1,4.4,97.53,23.9,7.3,3.13,9.84,4.77,79.14,2.98,0.14
90025,25,39.8,48.2,"71,278","47,453",34.7,53.8,1.8,21.4,18.6,4.4,22.76,18.1,77.5,8.26,2.75,70.64,14.68,3.21,0.46
90025,25,39.8,48.2,"71,278","47,453",34.7,53.8,1.8,21.4,18.6,4.4,89.96,21.7,22.7,6.67,8,25.94,50.67,8.12,0.6
90025,25,39.8,48.2,"71,278","47,453",34.7,53.8,1.8,21.4,18.6,4.4,53.81,21.2,69.4,12.06,6.18,64.71,14.12,2.94,0
90025,25,39.8,48.2,"71,278","47,453",34.7,53.8,1.8,21.4,18.6,4.4,67.92,23.1,74.6,24.91,8.32,53.08,11.28,1.75,0.66
90025,25,39.8,48.2,"71,278","47,453",34.7,53.8,1.8,21.4,18.6,4.4,92.53,24.4,8.3,1.75,17.08,9.01,63.04,8.77,0.35
90026,31,58.3,64.1,"46,435","68,609",34.5,23.3,2.8,16.3,55.6,2,,,,,,,,,
90027,29,49.9,57.5,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,87.1,25,31.2,1.2,7.2,19.4,70,2.2,0
90027,29,49.9,57.5,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,73.68,25.7,76.4,1.69,23.09,58.73,14.75,1.14,0.6
90027,29,49.9,57.5,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,50.4,26,83.8,3.63,8.76,53.21,31.2,2.56,0.64
90027,29,49.9,57.5,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,87.1,25,31.2,1.2,7.2,19.4,70,2.2,0
90027,29,49.9,57.5,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,73.68,25.7,76.4,1.69,23.09,58.73,14.75,1.14,0.6
90027,29,49.9,57.5,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,50.4,26,83.8,3.63,8.76,53.21,31.2,2.56,0.64
90027,29,49.9,57.5,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,87.1,25,31.2,1.2,7.2,19.4,70,2.2,0
90027,29,49.9,57.5,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,73.68,25.7,76.4,1.69,23.09,58.73,14.75,1.14,0.6
90027,29,49.9,57.5,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,50.4,26,83.8,3.63,8.76,53.21,31.2,2.56,0.64
90028,31,63.8,66.7,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,10.95,15.4,97.7,2.06,1.8,92.29,2.57,0.77,0.51
90028,31,63.8,66.7,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,60.16,25.2,75.9,7.32,1.22,45.73,42.38,1.83,1.52
90028,31,63.8,66.7,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,90.23,22.2,34.6,3.08,17.54,27.25,51.66,0.47,0
90028,31,63.8,66.7,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,71.22,19.4,44,3.82,14.98,33.94,38.23,8.26,0.77
90028,31,63.8,66.7,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,28,23.8,92.7,4.56,7.48,71.35,15.69,0.55,0.37
90028,31,63.8,66.7,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,32.87,18.3,91.3,3.75,6.48,84.98,3.92,0.34,0.53
90028,31,63.8,66.7,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,67.17,24,86.5,10.76,6.47,70.83,10.36,1.12,0.46
90028,31,63.8,66.7,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,26.15,22.4,87.1,5.4,5.51,78.6,9.53,0.42,0.54
90028,31,63.8,66.7,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,13.52,15.1,91.2,1.47,4.41,89.71,3.68,0,0.73
90028,31,63.8,66.7,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,18.68,14.2,87.3,7.04,2.82,78.87,7.04,4.23,0
90028,31,63.8,66.7,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,71.6,18.2,96.6,0.88,11.99,82.54,3.7,0.53,0.36
90029,34,65.1,67.8,"35,253","38,843",35.5,21.9,2.7,15.6,57.9,1.9,39.26,20.9,86.6,0.23,2.96,83.6,12.53,0.46,0.22
90029,34,65.1,67.8,"35,253","38,843",35.5,21.9,2.7,15.6,57.9,1.9,33.12,22.8,92.5,2.19,8.99,82.02,4.17,0.88,1.75
90029,34,65.1,67.8,"35,253","38,843",35.5,21.9,2.7,15.6,57.9,1.9,21.94,20.5,89.4,0.16,6.01,85.23,6.98,0.81,0.81
90029,34,65.1,67.8,"35,253","38,843",35.5,21.9,2.7,15.6,57.9,1.9,74,24.4,75,2.63,18.64,54.58,21.32,2.16,0.67
90031,32,59.1,63.4,"34,656","39,103",35.3,4.8,0.8,25.8,67.2,1.4,57.25,18.6,92.9,1.29,23.18,73.23,1.39,0.5,0.41
90032,31,52.5,56.4,"45,208","47,766",37.4,6.8,1.5,9.2,81.8,0.7,,,,,,,,,
90033,32,65.2,67.9,"27,190","48,841",37.4,2.2,1.3,5.1,91.1,0.3,,,,,,,,,
90033,32,65.2,67.9,"27,190","48,841",37.4,2.2,1.3,5.1,91.1,0.3,,,,,,,,,
90033,32,65.2,67.9,"27,190","48,841",37.4,2.2,1.3,5.1,91.1,0.3,,,,,,,,,
90034,27,44.3,52.7,"56,743","56,070",32.3,38.3,8.2,18.6,30,4.9,58.86,23.3,70.1,26.55,4.16,50.72,16.18,1.8,0.59
90034,27,44.3,52.7,"56,743","56,070",32.3,38.3,8.2,18.6,30,4.9,84.1,25.5,32.7,11.74,9.25,33.1,38.79,7.12,0
90034,27,44.3,52.7,"56,743","56,070",32.3,38.3,8.2,18.6,30,4.9,41.2,20.9,77.2,13.2,14.89,59.83,11.24,0.84,0
90034,27,44.3,52.7,"56,743","56,070",32.3,38.3,8.2,18.6,30,4.9,16.77,25.6,71.4,25.97,1.3,64.94,5.19,2.6,0
90034,27,44.3,52.7,"56,743","56,070",32.3,38.3,8.2,18.6,30,4.9,96.41,23.8,24,5.37,41.44,16.44,28.52,7.38,0.85
90034,27,44.3,52.7,"56,743","56,070",32.3,38.3,8.2,18.6,30,4.9,46.88,23.5,78.6,12.14,1.16,82.08,3.47,1.16,0
90034,27,44.3,52.7,"56,743","56,070",32.3,38.3,8.2,18.6,30,4.9,29.57,19.6,81.3,17.28,9.92,64.02,7.08,1.13,0.57
90034,27,44.3,52.7,"56,743","56,070",32.3,38.3,8.2,18.6,30,4.9,74.97,24.9,64.9,23.59,15.63,44.65,13.17,2.53,0.43
90034,27,44.3,52.7,"56,743","56,070",32.3,38.3,8.2,18.6,30,4.9,33.57,20.6,88.2,4.21,0.84,92.21,2.53,0.21,0
90035,25,36.6,45,"75,327","29,920",37.4,67.7,8.7,8,10.5,5.1,84.93,22.5,26.4,10.83,6.11,16.67,63.33,3.06,0
90035,25,36.6,45,"75,327","29,920",37.4,67.7,8.7,8,10.5,5.1,34.99,23.2,93.3,44.35,0.81,47.31,3.76,3.49,0.28
90035,25,36.6,45,"75,327","29,920",37.4,67.7,8.7,8,10.5,5.1,79.32,25.4,60.9,19.41,19.47,31.32,26.78,1.87,1.15
90036,27,40.9,50,"71,049","38,116",34.8,61.5,3.4,21,9.5,4.6,87.13,22.6,25.6,10.54,45.58,11.11,29.2,3.56,0.01
90036,27,40.9,50,"71,049","38,116",34.8,61.5,3.4,21,9.5,4.6,22.22,22,75.8,6.06,12.12,77.27,3.03,1.52,0
90036,27,40.9,50,"71,049","38,116",34.8,61.5,3.4,21,9.5,4.6,28.2,22.5,79.4,35.56,2.78,48.89,9.44,3.33,0
90036,27,40.9,50,"71,049","38,116",34.8,61.5,3.4,21,9.5,4.6,87.13,22.6,25.6,10.54,45.58,11.11,29.2,3.56,0.01
90036,27,40.9,50,"71,049","38,116",34.8,61.5,3.4,21,9.5,4.6,22.22,22,75.8,6.06,12.12,77.27,3.03,1.52,0
90036,27,40.9,50,"71,049","38,116",34.8,61.5,3.4,21,9.5,4.6,28.2,22.5,79.4,35.56,2.78,48.89,9.44,3.33,0
90037,36,65.7,68.4,"26,638","63,238",29.5,1.8,19.3,1,76.8,1.1,31.05,26,97.6,2.69,0.51,95.4,1.15,0.26,0
90038,33,64.2,67,"33,850","27,957",32.6,28.8,4.9,6.1,57.5,2.7,,,,,,,,,
90039,31,36,43.4,"67,170","29,092",38.8,37.8,2.3,17.5,39.2,3.2,70.37,22.2,77.8,2.13,7.33,85.34,4.73,0.47,0
90039,31,36,43.4,"67,170","29,092",38.8,37.8,2.3,17.5,39.2,3.2,34.71,17.9,85,1.39,14.63,77.7,4.18,2.09,0.01
90039,31,36,43.4,"67,170","29,092",38.8,37.8,2.3,17.5,39.2,3.2,81.72,22.7,69.8,3.77,5.66,76.73,11.32,1.89,0.63
90039,31,36,43.4,"67,170","29,092",38.8,37.8,2.3,17.5,39.2,3.2,23.19,25.5,77.5,2.61,8.5,76.47,9.15,2.29,0.98
90039,31,36,43.4,"67,170","29,092",38.8,37.8,2.3,17.5,39.2,3.2,95.57,26.7,16.3,1.32,8.57,16.7,64.62,8.35,0.44
91352,29,43.9,48.7,"49,088","47,934",32.9,18.4,2,7.6,71.1,0.9,64.67,20.8,89.1,3.54,5.14,76.21,12.22,1.29,1.6
91352,29,43.9,48.7,"49,088","47,934",32.9,18.4,2,7.6,71.1,0.9,57.85,24.6,88.4,0.81,0.81,97.3,0.81,0.27,0
91352,29,43.9,48.7,"49,088","47,934",32.9,18.4,2,7.6,71.1,0.9,40.54,21.6,83.5,2.69,5.38,81.54,9.62,0.77,0
91352,29,43.9,48.7,"49,088","47,934",32.9,18.4,2,7.6,71.1,0.9,22.6,22.1,88.6,1.16,0.58,94.76,3.35,0.15,0
91352,29,43.9,48.7,"49,088","47,934",32.9,18.4,2,7.6,71.1,0.9,14.76,19.5,79.2,1.35,1.35,91.11,4.85,0.81,0.53
91352,29,43.9,48.7,"49,088","47,934",32.9,18.4,2,7.6,71.1,0.9,62.19,22.1,86.9,1.1,4.03,91.45,2.89,0.21,0.32
91352,29,43.9,48.7,"49,088","47,934",32.9,18.4,2,7.6,71.1,0.9,27,23.2,86.8,1.52,0.67,85.83,2.19,9.44,0.35
91352,29,43.9,48.7,"49,088","47,934",32.9,18.4,2,7.6,71.1,0.9,22.16,24.8,86.2,0.2,4.7,92.14,2.55,0.2,0.21
91601,33,55.4,62,"47,202","38,379",32.5,39.2,8.4,7.6,41,3.8,,,,,,,,,
91602,29,37.5,45.7,"63,544","18,944",37.1,65.6,6.4,6.5,16.1,5.4,21.58,2.9,79,8.97,4.6,65.21,17.07,3.06,1.09
91602,29,37.5,45.7,"63,544","18,944",37.1,65.6,6.4,6.5,16.1,5.4,74.26,22,52.8,11.34,13.83,35.6,31.97,7.26,0
91602,29,37.5,45.7,"63,544","18,944",37.1,65.6,6.4,6.5,16.1,5.4,74,26.2,53.9,5.38,11.19,44.72,35.21,2.88,0.62
91604,31,31.3,39.4,"90,528","30,642",40.1,73.7,5.3,7.3,10,3.7,94.29,25.3,6.2,3.64,6.58,10.22,71.86,7.59,0.11
91605,31,52.1,57.2,"43,707","52,386",33.5,22.9,3.1,9,63.3,1.7,24.72,21,83,0.43,1.51,90.73,7.11,0.22,0
91605,31,52.1,57.2,"43,707","52,386",33.5,22.9,3.1,9,63.3,1.7,20.1,23.9,86.6,1.04,1.19,94.19,3.28,0.15,0.15
91605,31,52.1,57.2,"43,707","52,386",33.5,22.9,3.1,9,63.3,1.7,34.09,23.3,86.3,2.77,2.9,83,10.45,0.76,0.12
91605,31,52.1,57.2,"43,707","52,386",33.5,22.9,3.1,9,63.3,1.7,33.4,26.2,88.5,2.25,4.79,70.09,21.94,0.52,0.41
91606,30,50,56,"42,195","44,352",34.8,33.1,3.7,5.5,56.3,1.4,26.13,22.4,85.1,1.59,2.38,91.41,3.97,0.48,0.17
91606,30,50,56,"42,195","44,352",34.8,33.1,3.7,5.5,56.3,1.4,70.22,23.8,96.5,2.64,5.51,88.11,3.08,0.44,0.22
91606,30,50,56,"42,195","44,352",34.8,33.1,3.7,5.5,56.3,1.4,38.89,24.1,87,0.95,1.42,92.43,4.02,0.95,0.23
91606,30,50,56,"42,195","44,352",34.8,33.1,3.7,5.5,56.3,1.4,48.83,25.2,79.8,2.83,3.54,35.79,55.87,1.56,0.41
91606,30,50,56,"42,195","44,352",34.8,33.1,3.7,5.5,56.3,1.4,29.79,22.9,81.7,0.69,2.52,90.14,5.96,0.46,0.23
91606,30,50,56,"42,195","44,352",34.8,33.1,3.7,5.5,56.3,1.4,18.91,23.3,90.1,1.59,2.49,91.45,3.88,0.3,0.29
91606,30,50,56,"42,195","44,352",34.8,33.1,3.7,5.5,56.3,1.4,31.04,24,85.6,2.42,2.77,85.47,8.65,0.52,0.17
91607,29,43.8,51.2,"52,274","31,383",37.6,61.6,8,5.9,21,3.5,49.64,23.8,71.9,7.35,8.14,54.07,28.08,2.36,0
91607,29,43.8,51.2,"52,274","31,383",37.6,61.6,8,5.9,21,3.5,94.49,24.5,23.9,5.79,7.51,20.19,60.41,5.63,0.47
91342,32,33.7,39,"60,899","96,177",34.1,14,3.7,5.7,75,1.6,52.6,16.8,83.9,16.67,3.57,65.48,7.14,4.76,2.38
91343,33,42,47.4,"55,238","65,964",33.3,20.6,3.7,13.5,60.2,2,10.69,19,94.7,1.32,1.32,90.79,5.26,1.32,0
91343,33,42,47.4,"55,238","65,964",33.3,20.6,3.7,13.5,60.2,2,12.46,24.8,89.3,6.7,4.02,79.5,8.81,0.38,0.59
91343,33,42,47.4,"55,238","65,964",33.3,20.6,3.7,13.5,60.2,2,17.79,23.2,87.9,3.33,6.73,85.92,2.98,0.28,0.76
91343,33,42,47.4,"55,238","65,964",33.3,20.6,3.7,13.5,60.2,2,44.87,23.6,80.9,3.82,12.47,67.81,10.66,2.21,3.03
91343,33,42,47.4,"55,238","65,964",33.3,20.6,3.7,13.5,60.2,2,38.51,21.5,85.7,2.74,4.57,88.61,3.18,0.4,0.5
91343,33,42,47.4,"55,238","65,964",33.3,20.6,3.7,13.5,60.2,2,12.4,22.5,91.6,0.82,1.97,95.41,1.48,0.16,0.16
91343,33,42,47.4,"55,238","65,964",33.3,20.6,3.7,13.5,60.2,2,40.5,21.3,87.9,1.75,4.48,90.25,2.73,0.58,0.21
91343,33,42,47.4,"55,238","65,964",33.3,20.6,3.7,13.5,60.2,2,62.79,21.3,70,5.51,11.43,59.39,20.41,3.06,0.2
91343,33,42,47.4,"55,238","65,964",33.3,20.6,3.7,13.5,60.2,2,35.66,22.8,87,1.35,4.04,90.01,2.02,0.9,1.68
91343,33,42,47.4,"55,238","65,964",33.3,20.6,3.7,13.5,60.2,2,28.43,24.2,81.5,2.54,3.49,88.75,3.49,0.79,0.94
91343,33,42,47.4,"55,238","65,964",33.3,20.6,3.7,13.5,60.2,2,20.25,23.6,84.6,2.71,8.35,86.12,2.17,0.22,0.43
91343,33,42,47.4,"55,238","65,964",33.3,20.6,3.7,13.5,60.2,2,17.39,23.3,89.3,1.52,2.35,93.64,1.94,0.41,0.14
91343,33,42,47.4,"55,238","65,964",33.3,20.6,3.7,13.5,60.2,2,83.48,21.9,28.5,0.76,9.13,35.36,47.91,6.84,0
91343,33,42,47.4,"55,238","65,964",33.3,20.6,3.7,13.5,60.2,2,60.57,22.9,90.2,0.82,2.45,94.07,2.45,0.2,0.01
91343,33,42,47.4,"55,238","65,964",33.3,20.6,3.7,13.5,60.2,2,87.04,26.5,58,1.46,11.3,63.55,19.93,3.4,0.36
91344,32,24.6,29.5,"77,247","53,453",41.3,46.3,4.1,15.5,30,4.1,41.34,21.3,69.4,2.01,7.37,78.12,10.71,1.56,0.23
91344,32,24.6,29.5,"77,247","53,453",41.3,46.3,4.1,15.5,30,4.1,84.64,24.3,31.6,3.08,10.27,28.95,52.57,5.13,0
91344,32,24.6,29.5,"77,247","53,453",41.3,46.3,4.1,15.5,30,4.1,58.25,29.6,75.4,1.98,12.49,74.46,8.91,1.24,0.92
91344,32,24.6,29.5,"77,247","53,453",41.3,46.3,4.1,15.5,30,4.1,31.65,22.4,74.1,2.68,9.82,68.08,16.07,2.46,0.89
91344,32,24.6,29.5,"77,247","53,453",41.3,46.3,4.1,15.5,30,4.1,91.14,27.1,47.5,3.78,27.84,39.55,25.25,2.96,0.62
91344,32,24.6,29.5,"77,247","53,453",41.3,46.3,4.1,15.5,30,4.1,58.23,23.8,74.8,4.37,9.08,69.58,14.29,2.35,0.33
91345,29,28.6,34.4,"60,148","19,022",39.5,20,2.1,9.8,66.9,1.2,63.21,24.1,76.2,1.94,7.19,81.88,7.75,1.24,0
91356,35,29,36.3,"69,148","30,346",41.8,67.3,3.9,6.2,18.6,4,72.37,26.6,56.8,6.08,12.41,34.5,44.48,2.11,0.42
91356,35,29,36.3,"69,148","30,346",41.8,67.3,3.9,6.2,18.6,4,64.05,23.3,62.5,3.39,6.25,16.07,72.32,1.07,0.9
91356,35,29,36.3,"69,148","30,346",41.8,67.3,3.9,6.2,18.6,4,29.67,21.2,93.7,14.1,6.01,48.56,29.24,1.04,1.05
91356,35,29,36.3,"69,148","30,346",41.8,67.3,3.9,6.2,18.6,4,76.29,25.5,17.7,3.31,4.66,9.47,79.1,3.01,0.45
91364,35,24.9,30.4,"93,919","27,031",42.3,70.5,6,7.2,12.3,4,85.24,25.5,19.6,5.99,14.06,9.91,63.82,5.99,0.23
91364,35,24.9,30.4,"93,919","27,031",42.3,70.5,6,7.2,12.3,4,55.77,17.4,14.4,4.14,6.68,22.96,59.41,5.47,1.34
91364,35,24.9,30.4,"93,919","27,031",42.3,70.5,6,7.2,12.3,4,25.85,21,95.2,12.7,4.76,57.14,22.22,3.17,0.01
91367,30,26.6,34.6,"77,152","43,370",40.8,66.8,5.1,12.2,10.7,5.2,53.39,22.3,70.1,9.45,4.98,53.23,26.12,5.72,0.5
91367,30,26.6,34.6,"77,152","43,370",40.8,66.8,5.1,12.2,10.7,5.2,76.78,29,25.6,6.01,13.63,27.84,44.84,7.02,0.66
91367,30,26.6,34.6,"77,152","43,370",40.8,66.8,5.1,12.2,10.7,5.2,77.67,28.9,36,5.93,13.52,24.9,51.46,3.5,0.69
91367,30,26.6,34.6,"77,152","43,370",40.8,66.8,5.1,12.2,10.7,5.2,87.59,21.5,27.2,4.01,19.2,21.94,49.37,5.27,0.21
91367,30,26.6,34.6,"77,152","43,370",40.8,66.8,5.1,12.2,10.7,5.2,71.78,23.5,37.8,6.95,11.39,22.97,50.19,8.3,0.2
91367,30,26.6,34.6,"77,152","43,370",40.8,66.8,5.1,12.2,10.7,5.2,28.78,25,80.7,7.13,7.13,68.92,14.87,1.69,0.26
91401,33,47.8,54,"48,994","40,995",35.1,42.1,5.7,5,44.4,2.8,,,,,,,,,
91402,32,55.9,60.6,"39,009","71,317",30.5,8.6,2.5,15.1,72.5,1.3,22.1,23.1,93.2,0.92,1.83,95.81,1.31,0.13,0
91402,32,55.9,60.6,"39,009","71,317",30.5,8.6,2.5,15.1,72.5,1.3,17.64,23.2,85.7,1.81,8.37,86.2,2.94,0.68,0
91402,32,55.9,60.6,"39,009","71,317",30.5,8.6,2.5,15.1,72.5,1.3,22.1,23.1,93.2,0.92,1.83,95.81,1.31,0.13,0
91402,32,55.9,60.6,"39,009","71,317",30.5,8.6,2.5,15.1,72.5,1.3,17.64,23.2,85.7,1.81,8.37,86.2,2.94,0.68,0
91403,33,28.2,36.7,"75,334","24,677",41.6,74.8,4.3,8,8.4,4.5,69.26,23.3,35.1,2.7,6.31,28.38,57.66,4.5,0.45
91403,33,28.2,36.7,"75,334","24,677",41.6,74.8,4.3,8,8.4,4.5,78.5,23.1,28.5,7.08,5.4,22.09,58.58,6,0.85
91405,33,57.6,62.9,"38,162","54,770",32.4,26.4,4,8.2,59.5,1.9,10.67,25,87.3,2.28,2.28,90.49,3.61,1.14,0.2
91405,33,57.6,62.9,"38,162","54,770",32.4,26.4,4,8.2,59.5,1.9,57.62,17.4,47.4,9.19,3.15,37.91,39.8,9.7,0.25
91405,33,57.6,62.9,"38,162","54,770",32.4,26.4,4,8.2,59.5,1.9,13.4,23.3,84,2.61,2.99,89.18,4.66,0.37,0.19
91405,33,57.6,62.9,"38,162","54,770",32.4,26.4,4,8.2,59.5,1.9,24.23,23.4,86.3,1.88,3.02,86.06,8.54,0.25,0.25
91405,33,57.6,62.9,"38,162","54,770",32.4,26.4,4,8.2,59.5,1.9,74.45,23.1,68.4,2.63,1.88,46.99,47.74,0.75,0.01
91405,33,57.6,62.9,"38,162","54,770",32.4,26.4,4,8.2,59.5,1.9,26.89,22.8,88.7,2.33,5.27,89.52,2.08,0.18,0.62
91405,33,57.6,62.9,"38,162","54,770",32.4,26.4,4,8.2,59.5,1.9,24.44,24.5,84.6,3.24,4.5,86.51,4.39,1.15,0.21
91405,33,57.6,62.9,"38,162","54,770",32.4,26.4,4,8.2,59.5,1.9,32.86,27.8,51.8,2.37,5.14,56.92,33.99,1.19,0.39
91406,33,47.1,52.9,"50,381","56,200",34.3,29.5,5.2,8.6,53.9,2.8,21.61,20.6,79.7,3.16,5.91,80.8,8.44,1.27,0.42
91406,33,47.1,52.9,"50,381","56,200",34.3,29.5,5.2,8.6,53.9,2.8,20.68,24.4,84.7,2.89,3.25,89.64,3.37,0.84,0.01
91406,33,47.1,52.9,"50,381","56,200",34.3,29.5,5.2,8.6,53.9,2.8,60.96,24.8,85.3,4.37,3.57,84.18,6.23,1.49,0.16
91406,33,47.1,52.9,"50,381","56,200",34.3,29.5,5.2,8.6,53.9,2.8,25.64,22.5,85.3,1.78,3.37,87.57,6.22,1.07,0
91406,33,47.1,52.9,"50,381","56,200",34.3,29.5,5.2,8.6,53.9,2.8,67.63,20.4,60.1,7.18,10.92,55.46,25.57,0.29,0.58
91406,33,47.1,52.9,"50,381","56,200",34.3,29.5,5.2,8.6,53.9,2.8,19.18,21.2,85,3.32,3.05,83.93,8.86,0.83,0.01
91406,33,47.1,52.9,"50,381","56,200",34.3,29.5,5.2,8.6,53.9,2.8,89.02,31.9,45.5,0.75,6.78,35.43,40.7,15.33,1.01
91406,33,47.1,52.9,"50,381","56,200",34.3,29.5,5.2,8.6,53.9,2.8,13.46,16.8,82.2,2.54,1.69,85.59,8.47,0.85,0.86
91406,33,47.1,52.9,"50,381","56,200",34.3,29.5,5.2,8.6,53.9,2.8,59.72,23.2,81.3,3.79,2.02,81.06,11.62,1.26,0.25
91411,34,55.4,61.1,"43,758","25,210",37.4,36,4.4,6.8,50.7,2.1,89.57,25.6,52.3,7.9,9.1,38.1,37.6,7.1,0.2
91411,34,55.4,61.1,"43,758","25,210",37.4,36,4.4,6.8,50.7,2.1,11.16,22.8,87.3,1.61,1.38,92.96,2.88,0.92,0.25
91411,34,55.4,61.1,"43,758","25,210",37.4,36,4.4,6.8,50.7,2.1,19.19,25.2,88.2,3.57,5.04,82.42,7.97,0.82,0.18
91411,34,55.4,61.1,"43,758","25,210",37.4,36,4.4,6.8,50.7,2.1,74.26,23.5,73.1,4.36,20.18,63.7,10.36,0.96,0.44
91423,32,30.5,39.1,"75,671","33,641",38.1,70.5,3.8,6.8,13.7,5.2,87.2,25,24.9,5.09,7.98,16.92,60.94,8.8,0.27
91423,32,30.5,39.1,"75,671","33,641",38.1,70.5,3.8,6.8,13.7,5.2,60.96,22.2,31.1,7.92,6.06,23.91,58.39,3.26,0.46
91423,32,30.5,39.1,"75,671","33,641",38.1,70.5,3.8,6.8,13.7,5.2,73.14,27.2,44,9.86,6.47,28.23,52.32,2.26,0.86
91436,31,19.8,23.7,"128,060","14,794",37.4,84.3,1.4,7.5,4.3,2.5,91.18,25.2,15.3,3.24,5.95,12.61,72.97,5.23,0
91436,31,19.8,23.7,"128,060","14,794",37.4,84.3,1.4,7.5,4.3,2.5,93.57,24.6,5.3,0.88,7.22,4.75,83.63,3.35,0.17
91040,32,26.9,32.6,"70,830","20,175",37.4,61.7,1.3,7.9,26.7,2.4,63.37,22.5,57.4,2.22,2.71,40.64,48.28,5.67,0.48
91040,32,26.9,32.6,"70,830","20,175",37.4,61.7,1.3,7.9,26.7,2.4,50.87,22.9,76,2.86,6.08,54.23,34.8,1.55,0.48
